Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,user_type_cat,duration_trim,duration_time,tire_sizes
24877,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,2218,2,1979,Female,2,7 ,7,26
24878,9 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5567,2,1987,Female,2,9 ,9,26
24879,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),2069,3,1974,Male,3,2 ,2,26
24880,13 minutes,16,Steuart St at Market St,33,Golden Gate Ave at Hyde St,5355,1,1988,Female,1,13 ,13,27
24881,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,4629,1,1983,Male,1,10 ,10,26
24882,10 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4458,1,1965,Female,1,10 ,10,26
24883,31 minutes,81,Berry St at 4th St,125,20th St at Bryant St,4878,2,1990,Male,2,31 ,31,26
24884,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5168,2,1995,Female,2,12 ,12,27
24885,15 minutes,22,Howard St at Beale St,112,Harrison St at 17th St,5262,2,1989,Female,2,15 ,15,27
24886,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),5293,2,1988,Male,2,5 ,5,26
24887,23 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),70,Central Ave at Fell St,4801,2,1988,Male,2,23 ,23,27
24888,8 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,4633,3,1988,Male,3,8 ,8,27
24889,9 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,4712,2,1994,Male,2,9 ,9,27
24890,27 minutes,81,Berry St at 4th St,29,O'Farrell St at Divisadero St,600,2,1986,Male,2,27 ,27,27
24891,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5423,3,1986,Male,3,9 ,9,27
24892,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5059,2,1987,Female,2,9 ,9,26
24893,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),76,McCoppin St at Valencia St,5332,3,1987,Female,3,14 ,14,27
24894,5 minutes,3,Powell St BART Station (Market St at 4th St),4,Cyril Magnin St at Ellis St,4837,1,1973,Male,1,5 ,5,27
24895,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),76,McCoppin St at Valencia St,4848,2,1986,Male,2,15 ,15,27
24896,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4971,2,1986,Male,2,12 ,12,27
24897,3 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,5405,2,1981,Male,2,3 ,3,27
24898,5 minutes,3,Powell St BART Station (Market St at 4th St),4,Cyril Magnin St at Ellis St,5371,2,1973,Male,2,5 ,5,27
24899,6 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,5539,2,1994,Female,2,6 ,6,26
24900,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5068,3,1988,Female,3,7 ,7,26
24901,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4600,3,1987,Male,3,8 ,8,26
24902,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5022,1,1970,Male,1,9 ,9,27
24903,15 minutes,22,Howard St at Beale St,350,8th St at Brannan St,5523,2,1994,Male,2,15 ,15,27
24904,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1890,1,1992,Male,1,6 ,6,26
24905,9 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4838,2,1987,Male,2,9 ,9,27
24906,4 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4805,2,1988,Male,2,4 ,4,27
24907,11 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5293,2,1994,Male,2,11 ,11,27
24908,13 minutes,16,Steuart St at Market St,91,Berry St at King St,5082,2,1983,Male,2,13 ,13,27
24909,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4432,1,1967,Male,1,7 ,7,27
24910,10 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4656,3,1986,Male,3,10 ,10,27
24911,19 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),4633,2,1987,Male,2,19 ,19,26
24912,10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5485,2,1978,Female,2,10 ,10,26
24913,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),119,18th St at Noe St,5415,2,1982,Female,2,17 ,17,26
24914,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4554,2,1979,Male,2,10 ,10,27
24915,9 minutes,22,Howard St at Beale St,64,5th St at Brannan St,4611,1,1978,Male,1,9 ,9,27
24916,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,5522,2,1985,Male,2,14 ,14,26
24917,9 minutes,5,Powell St BART Station (Market St at 5th St),92,Mission Bay Kids Park,5393,1,1987,Male,1,9 ,9,27
24918,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5213,1,1982,Male,1,7 ,7,26
24919,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5110,1,1985,Male,1,8 ,8,26
24920,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5444,2,1979,Male,2,7 ,7,27
24921,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),70,Central Ave at Fell St,4372,2,1985,Female,2,20 ,20,26
24922,10 minutes,81,Berry St at 4th St,24,Spear St at Folsom St,2900,2,1978,Female,2,10 ,10,27
24923,7 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,5552,2,1971,Male,2,7 ,7,27
24924,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4752,2,1991,Male,2,8 ,8,27
24925,6 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5458,2,1981,Male,2,6 ,6,27
24926,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),13,Commercial St at Montgomery St,3494,1,1967,Male,1,13 ,13,27
24927,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),13,Commercial St at Montgomery St,1338,2,1967,Male,2,12 ,12,27
24928,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5300,1,1985,Male,1,3 ,3,27
24929,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),3040,2,1978,Male,2,8 ,8,27
24930,6 minutes,22,Howard St at Beale St,349,Howard St at Mary St,5557,3,1978,Female,3,6 ,6,27
24931,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,4570,1,1985,Male,1,6 ,6,26
24932,12 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1834,2,1972,Male,2,12 ,12,27
24933,7 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4571,1,1969,Male,1,7 ,7,26
24934,6 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),3249,2,1975,Male,2,6 ,6,27
24935,9 minutes,81,Berry St at 4th St,26,1st St at Folsom St,5487,2,1999,Male,2,9 ,9,27
24936,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4595,2,1992,Male,2,10 ,10,27
24937,7 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5068,2,1981,Female,2,7 ,7,27
24938,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5271,2,1986,Female,2,10 ,10,26
24939,19 minutes,22,Howard St at Beale St,358,Williams Ave at 3rd St,4806,3,1990,Female,3,19 ,19,26
24940,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5497,1,1985,Male,1,7 ,7,27
24941,15 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5113,3,1990,Male,3,15 ,15,27
24942,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4326,3,1985,Female,3,7 ,7,27
24943,12 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,5309,1,1986,Male,1,12 ,12,27
24944,7 minutes,22,Howard St at Beale St,81,Berry St at 4th St,600,1,1978,Male,1,7 ,7,26
24945,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,5409,1,1993,Male,1,6 ,6,27
24946,4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4586,2,1988,Male,2,4 ,4,27
24947,5 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5193,1,1981,Male,1,5 ,5,27
24948,4 minutes,5,Powell St BART Station (Market St at 5th St),43,San Francisco Public Library (Grove St at Hyde St),4792,2,1975,Male,2,4 ,4,27
24949,2 minutes,5,Powell St BART Station (Market St at 5th St),349,Howard St at Mary St,4875,2,1965,Male,2,2 ,2,27
24950,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5497,1,1963,Male,1,7 ,7,26
24951,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,5444,3,1991,Male,3,11 ,11,27
24952,6 minutes,16,Steuart St at Market St,49,S Park St at 3rd St,4820,1,1976,Female,1,6 ,6,27
24953,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2526,3,1973,Female,3,20 ,20,27
24954,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1985,2,1981,Male,2,7 ,7,26
24955,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5409,2,1972,Male,2,9 ,9,27
24956,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,5360,2,1989,Male,2,12 ,12,27
24957,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,204,2,1983,Male,2,6 ,6,27
24958,11 minutes,16,Steuart St at Market St,91,Berry St at King St,4450,2,1995,Female,2,11 ,11,26
24959,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),355,23rd St at Tennessee St,5018,3,1971,Male,3,22 ,22,27
24960,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),355,23rd St at Tennessee St,5275,2,1974,Male,2,22 ,22,26
24961,16 minutes,22,Howard St at Beale St,55,Webster St at Grove St,4553,3,1981,Male,3,16 ,16,26
24962,9 minutes,22,Howard St at Beale St,81,Berry St at 4th St,5193,1,1977,Male,1,9 ,9,27
24963,10 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4426,1,1993,Male,1,10 ,10,26
24964,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),1836,2,1985,Male,2,11 ,11,26
24965,16 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),306,2,1990,Male,2,16 ,16,26
24966,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5377,2,1977,Male,2,8 ,8,27
24967,12 minutes,22,Howard St at Beale St,116,Mississippi St at 17th St,5137,1,1966,Male,1,12 ,12,27
24968,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5354,2,1987,Male,2,7 ,7,27
24969,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5290,3,1986,Female,3,8 ,8,26
24970,5 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,4769,2,1990,Male,2,5 ,5,27
24971,13 minutes,22,Howard St at Beale St,371,Lombard St at Columbus Ave,5009,2,1983,Female,2,13 ,13,27
24972,3 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,4827,3,1972,Female,3,3 ,3,26
24973,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,4758,2,1986,Male,2,9 ,9,26
24974,4 minutes,81,Berry St at 4th St,92,Mission Bay Kids Park,5366,2,1984,Male,2,4 ,4,27
24975,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4426,3,1991,Male,3,8 ,8,27
24976,2 minutes,81,Berry St at 4th St,91,Berry St at King St,5226,2,1974,Male,2,2 ,2,27
24977,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,4657,3,1973,Male,3,16 ,16,27
24978,15 minutes,5,Powell St BART Station (Market St at 5th St),132,24th St at Chattanooga St,5253,2,1972,Male,2,15 ,15,27
24979,10 minutes,22,Howard St at Beale St,371,Lombard St at Columbus Ave,5536,2,1992,Male,2,10 ,10,27
24980,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4759,2,1956,Female,2,7 ,7,27
24981,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5230,2,1990,Male,2,4 ,4,26
24982,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),36,Folsom St at 3rd St,3246,1,1992,Male,1,5 ,5,27
24983,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4942,3,1979,Male,3,7 ,7,27
24984,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4744,3,1974,Female,3,8 ,8,27
24985,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5250,3,1990,Female,3,11 ,11,27
24986,9 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4713,1,1988,Male,1,9 ,9,27
24987,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5319,2,1974,Male,2,6 ,6,27
24988,27 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,4633,2,1997,Male,2,27 ,27,27
24989,26 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,4554,2,1997,Female,2,26 ,26,27
24990,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5024,2,1965,Male,2,7 ,7,26
24991,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5502,1,1956,Male,1,7 ,7,27
24992,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,3337,3,1984,Male,3,4 ,4,26
24993,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,5440,1,1992,Male,1,10 ,10,27
24994,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5571,2,1984,Male,2,11 ,11,27
24995,12 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),5442,1,1990,Male,1,12 ,12,27
24996,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),5345,3,1978,Male,3,8 ,8,27
24997,3 minutes,81,Berry St at 4th St,66,3rd St at Townsend St,4639,3,1978,Male,3,3 ,3,27
24998,23 minutes,3,Powell St BART Station (Market St at 4th St),146,30th St at San Jose Ave,127,1,1962,Male,1,23 ,23,27
24999,14 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,4877,1,1982,Male,1,14 ,14,27
25000,4 minutes,81,Berry St at 4th St,47,4th St at Harrison St,4997,3,1969,Female,3,4 ,4,27
25001,9 minutes,16,Steuart St at Market St,61,Howard St at 8th St,5490,1,1990,Male,1,9 ,9,26
25002,8 minutes,16,Steuart St at Market St,4,Cyril Magnin St at Ellis St,5438,2,1997,Female,2,8 ,8,27
25003,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5319,3,1975,Male,3,3 ,3,27
25004,6 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5021,3,1995,Male,3,6 ,6,27
25005,33 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,4648,1,1969,Male,1,33 ,33,27
25006,32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,3643,2,1969,Male,2,32 ,32,26
25007,32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,4442,1,1969,Male,1,32 ,32,27
25008,31 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,2387,1,1969,Male,1,31 ,31,26
25009,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,5047,2,1986,Male,2,11 ,11,27
25010,24 minutes,5,Powell St BART Station (Market St at 5th St),139,Garfield Square (25th St at Harrison St),5322,2,1986,Male,2,24 ,24,27
25011,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),9,Broadway at Battery St,5019,2,1971,Male,2,6 ,6,27
25012,6 minutes,5,Powell St BART Station (Market St at 5th St),324,Union Square (Powell St at Post St),5350,2,1961,Male,2,6 ,6,27
25013,8 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,4737,1,1978,Male,1,8 ,8,27
25014,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5440,2,1985,Male,2,9 ,9,27
25015,3 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),5019,3,1971,Male,3,3 ,3,27
25016,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,4572,3,1978,Male,3,2 ,2,27
25017,4 minutes,81,Berry St at 4th St,66,3rd St at Townsend St,4657,2,1977,Male,2,4 ,4,26
25018,12 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,2863,3,1993,Male,3,12 ,12,27
25019,4 minutes,81,Berry St at 4th St,66,3rd St at Townsend St,4758,3,1977,Female,3,4 ,4,27
25020,8 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,5506,3,1954,Male,3,8 ,8,26
25021,16 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),5385,2,1986,Female,2,16 ,16,26
25022,18 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),5418,2,1964,Female,2,18 ,18,27
25023,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),76,McCoppin St at Valencia St,5374,3,1963,Male,3,19 ,19,27
25024,14 minutes,3,Powell St BART Station (Market St at 4th St),85,Church St at Duboce Ave,3186,2,1981,Male,2,14 ,14,27
25025,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2426,1,1998,Male,1,14 ,14,26
25026,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3442,1,1998,Male,1,15 ,15,27
25027,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),373,Potrero del Sol Park (25th St at Utah St),5349,2,1995,Male,2,12 ,12,26
25028,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5113,3,1996,Female,3,11 ,11,27
25029,7 minutes,81,Berry St at 4th St,19,Post St at Kearny St,4875,2,1988,Male,2,7 ,7,26
25030,3 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),5247,2,1972,Male,2,3 ,3,27
25031,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,4383,2,1979,Male,2,14 ,14,26
25032,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4740,3,1964,Male,3,14 ,14,27
25033,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5022,1,1964,Male,1,14 ,14,27
25034,25 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,1177,2,1993,Female,2,25 ,25,26
25035,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),64,5th St at Brannan St,4517,3,1950,Male,3,3 ,3,27
25036,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,2646,2,1984,Male,2,4 ,4,27
25037,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,4553,1,1978,Male,1,2 ,2,27
25038,33 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,5112,2,1965,Male,2,33 ,33,27
25039,33 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,5371,2,1965,Male,2,33 ,33,27
25040,17 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,1090,2,1987,Female,2,17 ,17,27
25041,32 minutes,3,Powell St BART Station (Market St at 4th St),147,29th St at Tiffany Ave,1105,2,1979,Female,2,32 ,32,27
25042,32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,4944,2,1965,Male,2,32 ,32,27
25043,32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,4837,1,1965,Male,1,32 ,32,27
25044,6 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5113,2,1978,Male,2,6 ,6,27
25045,10 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,2458,3,1966,Female,3,10 ,10,26
25046,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,2677,3,1995,Male,3,3 ,3,26
25047,27 minutes,22,Howard St at Beale St,375,Grove St at Masonic Ave,135,3,1977,Male,3,27 ,27,27
25048,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),107,17th St at Dolores St,5407,1,1981,Male,1,17 ,17,27
25049,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,4802,2,1980,Male,2,8 ,8,26
25050,23 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4740,3,1964,Male,3,23 ,23,27
25051,23 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4648,2,1964,Male,2,23 ,23,26
25052,21 minutes,21,Montgomery St BART Station (Market St at 2nd St),137,Jersey St at Castro St,5352,2,1970,Male,2,21 ,21,26
25053,11 minutes,3,Powell St BART Station (Market St at 4th St),50,2nd St at Townsend St,5373,1,1986,Female,1,11 ,11,27
25054,7 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,4610,1,1988,Female,1,7 ,7,27
25055,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,4728,2,1989,Male,2,5 ,5,27
25056,28 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),370,Jones St at Post St,5082,2,1995,Female,2,28 ,28,27
25057,28 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),370,Jones St at Post St,5003,2,1995,Female,2,28 ,28,27
25058,36 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,3669,1,1998,Female,1,36 ,36,26
25059,36 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,1516,2,1998,Female,2,36 ,36,26
25060,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),90,Townsend St at 7th St,5035,3,1989,Female,3,9 ,9,27
25061,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5444,3,1986,Male,3,1 ,1,27
25062,13 minutes,16,Steuart St at Market St,55,Webster St at Grove St,5122,2,1984,Female,2,13 ,13,26
25063,27 minutes,3,Powell St BART Station (Market St at 4th St),123,Folsom St at 19th St,4946,2,1980,Female,2,27 ,27,27
25064,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),3243,2,1971,Male,2,2 ,2,27
25065,6 minutes,81,Berry St at 4th St,343,Bryant St at 2nd St,4973,2,1991,Female,2,6 ,6,26
25066,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3637,1,1994,Female,1,23 ,23,26
25067,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2898,3,1998,Female,3,23 ,23,27
25068,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2061,2,1995,Male,2,23 ,23,27
25069,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2191,3,1996,Male,3,23 ,23,27
25070,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4713,2,1963,Male,2,12 ,12,27
25071,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4842,2,1963,Male,2,12 ,12,27
25072,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),17,Embarcadero BART Station (Beale St at Market St),3444,2,1971,Male,2,5 ,5,27
25073,14 minutes,16,Steuart St at Market St,5,Powell St BART Station (Market St at 5th St),4610,2,1990,Female,2,14 ,14,26
25074,14 minutes,16,Steuart St at Market St,5,Powell St BART Station (Market St at 5th St),5506,2,1976,Male,2,14 ,14,27
25075,9 minutes,81,Berry St at 4th St,81,Berry St at 4th St,4973,2,1988,Male,2,9 ,9,26
25076,5 minutes,3,Powell St BART Station (Market St at 4th St),60,8th St at Ringold St,4586,2,1983,Male,2,5 ,5,26
25077,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),88,11th St at Bryant St,1683,2,1961,Male,2,17 ,17,26
25078,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),92,Mission Bay Kids Park,5019,2,1983,Male,2,3 ,3,26
25079,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,5340,2,1978,Male,2,1 ,1,27
25080,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,5275,2,1963,Male,2,11 ,11,27
25081,8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),3216,3,1967,Male,3,8 ,8,27
25082,99 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),5051,2,1994,Male,2,99 ,99,27
25083,93 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),4722,2,1994,Male,2,93 ,93,27
25084,13 minutes,81,Berry St at 4th St,324,Union Square (Powell St at Post St),4810,1,1982,Female,1,13 ,13,27
25085,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,1778,2,1989,Male,2,3 ,3,26
25086,5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,5490,2,1988,Male,2,5 ,5,27
